timestamp,cpu_utilization,network_bytes_out,failed_login_count,api_calls_per_min,login_hour,unique_ips_per_user,is_anomaly,anomaly_type
2026-01-01 00:00:00,27.980284918067397,39.82257904269167,0,29.43810705438854,0,1,0,normal
2026-01-01 00:01:00,24.170414192972892,45.41750805419521,2,14.151327163939738,0,1,0,normal
2026-01-01 00:02:00,28.886131228604157,41.03928408432286,0,25.857303135243217,0,1,0,normal
2026-01-01 00:03:00,34.13817913844815,51.65627070419179,0,27.185705415951514,0,1,0,normal
2026-01-01 00:04:00,23.595079751659984,67.95767797192869,0,9.054656554472258,0,2,0,normal
2026-01-01 00:05:00,23.595178258304916,38.43436764288193,1,30.423089361180452,0,1,0,normal
2026-01-01 00:06:00,34.47527689304435,65.01230746652621,0,6.811520931512403,0,4,0,normal
2026-01-01 00:07:00,29.604608374917454,38.274918914796686,0,22.98987819628584,0,2,0,normal
2026-01-01 00:08:00,22.183153684390287,37.28559181254674,0,16.249481420918038,0,1,0,normal
2026-01-01 00:09:00,28.25536026151579,62.2789192751482,0,28.098798378036577,0,2,0,normal
2026-01-01 00:10:00,22.21949384312523,63.829045670114255,0,22.63831765755667,0,1,0,normal
2026-01-01 00:11:00,22.205621478578458,62.771149051439814,0,34.32720704893123,0,2,0,normal
2026-01-01 00:12:00,26.451773629396204,30.263038876727883,1,29.093984305961456,0,1,0,normal
2026-01-01 00:13:00,13.520318532053214,43.01073532891924,0,21.054786537816597,0,1,0,normal
2026-01-01 00:14:00,14.650493004921803,62.34482888004982,0,29.64007568249891,0,1,0,normal
2026-01-01 00:15:00,21.626274824554166,50.62312760845842,1,19.174467712578195,0,1,0,normal
2026-01-01 00:16:00,18.923013277993455,33.89460730703804,0,11.286252012482434,0,3,0,normal
2026-01-01 00:17:00,26.885483995571644,56.87476908688163,0,16.3407079217982,0,2,0,normal
2026-01-01 00:18:00,19.551855546872734,39.27789111512794,0,19.08182671304928,0,2,0,normal
2026-01-01 00:19:00,16.526177791988253,76.91787272588319,2,0.0,0,2,0,normal
2026-01-01 00:20:00,33.79389261352932,73.17262193627388,0,31.069316137682446,0,1,0,normal
2026-01-01 00:21:00,23.645342197080787,59.06146139533351,0,19.22393896283325,0,1,0,normal
2026-01-01 00:22:00,25.405169228127544,70.4151005715466,0,27.71232348335188,0,1,0,normal
2026-01-01 00:23:00,16.45151088271926,50.97187025185072,0,21.284161492908005,0,3,0,normal
2026-01-01 00:24:00,21.733703652848902,61.481562415625234,0,7.669629973703088,0,1,0,normal
2026-01-01 00:25:00,25.665535538259196,72.16580442953112,0,20.635386795436915,0,1,0,normal
2026-01-01 00:26:00,18.094038535466183,53.68248022691469,1,19.041202533726445,0,1,0,normal
2026-01-01 00:27:00,27.254188110074033,46.172192427285744,0,14.514407623962114,0,1,0,normal
2026-01-01 00:28:00,21.39616786048717,24.43067062734326,0,16.877610176145136,0,1,0,normal
2026-01-01 00:29:00,23.24983750124034,48.75299711417759,0,20.212108537721857,0,1,0,normal
2026-01-01 00:30:00,21.38976032662362,62.35134776843467,1,0.3659381110445743,0,1,0,normal
2026-01-01 00:31:00,36.113669107053624,64.18450141351444,0,22.88044279409112,0,1,0,normal
2026-01-01 00:32:00,24.919016651572395,57.565475985776146,0,24.83199990836966,0,1,0,normal
2026-01-01 00:33:00,18.6537344262646,41.880513575566404,0,24.007355541328316,0,1,0,normal
2026-01-01 00:34:00,29.935269472619133,20.347676465786144,1,17.748424651012957,0,1,0,normal
